,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
10,0.418,0.741,-12.746,0.0864,0.0204,0.0319,0.261,0.514,132.065,7uQcSTXM4q7tGzguGVeLtX,215133
11,0.486,0.963,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,1ntxpzIUbSsizvuAy6lTYY,146573
12,0.532,0.829,-5.659,0.058,0.018,8.37e-05,0.229,0.848,133.334,2TKtQAy9VKwq3Kh234uE85,215707
13,0.341,0.814,-10.19,0.0827,0.000366,0.807,0.128,0.695,110.716,4Bp3SVvfb1dbq9UWuABAPt,432760
14,0.354,0.741,-6.389,0.0806,0.018,0.0134,0.0753,0.596,142.348,0uco0wQkB909zpPlHvu5Cc,251013
15,0.517,0.703,-11.767,0.0709,0.0762,3.22e-05,0.141,0.811,121.14,2AKcU2vk8MJrmXdRM9jwBU,284333
16,0.357,0.969,-4.99,0.124,0.0134,0.0677,0.141,0.704,149.741,3f5JtAsGRIXN8pSAeTi6vA,222293
17,0.46,0.72,-11.263,0.0525,0.242,0.00831,0.528,0.59,123.548,11t59LqOhOEG40yqALXZon,249920
18,0.365,0.848,-8.122,0.0624,0.276,1.33e-06,0.0911,0.59,108.549,6b2lxeLa8rNPpROH9bVLRo,173707
19,0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,3XxBSvDZKH5YvZZjTpn6eR,230360
20,0.214,0.91,-6.662,0.389,0.477,0.00833,0.0517,0.448,175.549,2AxCeJ6PSsBYiTckM0HLY7,313373
21,0.354,0.707,-10.844,0.0353,0.24,0.586,0.652,0.744,105.965,6qKlw6TyxVkaUZrlJYP8xD,232507
22,0.519,0.785,-11.111,0.0512,0.0468,0.00823,0.176,0.67,111.423,7emVwhF4OMemAT65nbpuZO,206133
23,0.371,0.695,-7.428,0.0851,0.0131,0.00275,0.301,0.577,146.69,64ICrhXuANvFTmJutuZJ1k,245760
24,0.461,0.714,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372,3qebSLgUwaEqbwCM5sj5Kh,168920
25,0.386,0.536,-14.151,0.0546,0.229,0.0123,0.11,0.31,133.451,4m6KlFD4eMiQFzh4IVVFVm,265813
26,0.507,0.847,-5.987,0.0411,0.0751,0.237,0.372,0.566,98.096,23MrkN7g6Q5U7GLIxNHN1B,198773
27,0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,3XxBSvDZKH5YvZZjTpn6eR,230360
28,0.499,0.495,-10.508,0.0501,0.348,0.0286,0.2,0.339,80.086,5H6Jp0syB5yEPk7SWYdlmk,200733
29,0.371,0.634,-7.648,0.0277,0.146,0.011,0.104,0.568,84.977,4DmBVImaIhE3RyNvbtZTTz,341800
0,0.417,0.0509,-19.939,0.0644,0.966,0.368,0.113,0.289,65.692,2qbPX1fQUyknyc7cZw2L8W,259073
1,0.32,0.11,-21.339,0.047,0.926,0.817,0.0995,0.169,61.852,7qLzoarYodaUHezJvndAdK,312453
2,0.493,0.347,-15.713,0.0363,0.906,0.941,0.144,0.284,112.818,56OCZENfcrmeCpufvWZd0P,283999
3,0.748,0.143,-16.502,0.046,0.979,0.879,0.113,0.428,126.439,4q4emoW3IX2eHhY3sVkudj,177500
4,0.388,0.337,-13.437,0.0288,0.252,0.899,0.108,0.209,92.526,7eTxWRSvauWm5L3FblGk2h,298000
5,0.665,0.248,-13.717,0.0398,0.935,0.888,0.103,0.561,74.023,7sjZIf7J5FQlNQrOQWODai,259787
6,0.407,0.0241,-18.739,0.0347,0.978,0.565,0.101,0.163,110.375,6sJUbzyzNOrAt9dr3pkOPk,672520
7,0.502,0.288,-12.457,0.0375,0.707,0.952,0.12,0.274,126.728,67gegBlOgrRPHhfLfb3CEj,323520
8,0.543,0.174,-13.936,0.0347,0.947,0.0615,0.123,0.049,110.541,0H7udegVzTRxIYzPXoBvkI,268082
9,0.43,0.124,-14.14,0.0344,0.956,0.0561,0.123,0.224,111.024,069VcK8RjjzhZK3UT3A8ja,340760
10,0.533,0.178,-20.247,0.0393,0.912,0.894,0.082,0.0987,108.285,5P0RMEJOgtGcZIq5wYjYei,303458
11,0.415,0.0428,-22.887,0.0491,0.99,0.887,0.0882,0.0777,73.117,5AbvIJTlfp52S6b9WipNBC,163947
12,0.432,0.137,-18.125,0.0311,0.956,0.168,0.0873,0.271,94.819,2UqYwWfjMDyCRnJc1Eebnn,217800
13,0.384,0.39,-17.377,0.0275,0.84,0.899,0.102,0.687,105.386,1w8AuoB6mjP8MsnHRoDSkW,332392
14,0.414,0.157,-16.115,0.0325,0.915,0.015,0.0588,0.124,64.082,48PojLpjonNmPElm0ntohW,320356
15,0.243,0.0652,-21.076,0.0354,0.962,0.497,0.115,0.0419,78.164,0mF2uLwZb2puMEiKI3hVYT,223453
16,0.482,0.0767,-24.368,0.0348,0.773,0.0769,0.171,0.0546,115.525,58XU0SbMcLJIFzrNXYhlX4,319707
17,0.471,0.283,-15.997,0.0308,0.927,0.671,0.13,0.23,130.373,5o7zflAK8LxDYuqpSDmwhM,322362
18,0.356,0.0609,-16.031,0.0359,0.945,0.567,0.111,0.171,96.859,2b908yzXY8uzaD4gMDcc8G,371120
19,0.615,0.124,-18.408,0.0428,0.793,0.0796,0.108,0.319,126.548,6BnDMyRz4KY8g9SoWlUfjq,393000
20,0.399,0.0369,-24.292,0.0365,0.981,0.894,0.101,0.04,107.384,3KGpKf2fo1UM661ptimvoD,342000
21,0.669,0.183,-21.825,0.0433,0.901,0.895,0.126,0.428,85.991,5Awwc8XXZPub32TbLWyOPp,235773
22,0.405,0.354,-14.391,0.0354,0.828,0.816,0.104,0.256,142.061,0QTq57fazdnHads8lz3G9G,324696
23,0.308,0.165,-20.392,0.0384,0.724,0.889,0.078,0.0409,81.122,5ntssQtDHWUdKBYiQDQP5I,223707
24,0.494,0.31,-16.831,0.0574,0.597,0.125,0.0969,0.364,96.438,6WaLMmbnmG1T2HWm5hwKOU,276040
25,0.45,0.0944,-26.006,0.0359,0.917,0.866,0.0958,0.511,88.236,6YDi1zFfIPb5DxYPLKPF3s,333213
26,0.557,0.173,-16.243,0.0339,0.957,0.929,0.0904,0.207,62.002,7q6UmBKNhBLgMt0dg9UKr2,347240
27,0.661,0.155,-20.282,0.0452,0.862,0.867,0.122,0.415,132.597,6teUPQnEbgYScxhKjVNcOc,185613
28,0.648,0.264,-16.183,0.0441,0.826,0.836,0.106,0.545,137.367,3wM2sEe8qcWoAZWlXB6pj1,180464
29,0.6,0.579,-12.407,0.0359,0.512,0.865,0.107,0.719,114.492,1KFhl1VNM6z4bpqAQETzTN,294139
